cnae,descricao,secao,divisao,anexo,fator_r,pode_mei,risco_cgsim,veredito,orgaos_conselho,orgaos_setorial,debativel,confianca,motivos
"8650-0/99","ATIVIDADES DE PROFISSIONAIS DA ÁREA DE SAÚDE NÃO ESPECIFICADAS ANTERIORMENTE","Q","86","III/V","sim","nao","nao_listado","tato-registro","Conselhos de saúde (CRM/CRO/COREN/CRN/CRP/CREFITO/CRF)","","","alta","conselho: Conselhos de saúde (CRM/CRO/COREN/CRN/CRP/CREFITO/CRF)"
"8660-7/00","ATIVIDADES DE APOIO À GESTÃO DE SAÚDE","Q","86","III/V","sim","nao","baixo_a","tato-registro","Conselhos de saúde (CRM/CRO/COREN/CRN/CRP/CREFITO/CRF)","","","alta","conselho: Conselhos de saúde (CRM/CRO/COREN/CRN/CRP/CREFITO/CRF)"
"8690-9/01","ATIVIDADES DE PRÁTICAS INTEGRATIVAS E COMPLEMENTARES EM SAÚDE HUMANA","Q","86","III/V","sim","nao","nao_listado","tato-registro","Conselhos de saúde (CRM/CRO/COREN/CRN/CRP/CREFITO/CRF)","","","alta","conselho: Conselhos de saúde (CRM/CRO/COREN/CRN/CRP/CREFITO/CRF)"
"8690-9/02","ATIVIDADES DE BANCO DE LEITE HUMANO","Q","86","III/V","sim","nao","nao_listado","tato-registro","Conselhos de saúde (CRM/CRO/COREN/CRN/CRP/CREFITO/CRF)","","","alta","conselho: Conselhos de saúde (CRM/CRO/COREN/CRN/CRP/CREFITO/CRF)"
"8690-9/03","ATIVIDADES DE ACUPUNTURA","Q","86","III/V","sim","nao","nao_listado","tato-registro","Conselhos de saúde (CRM/CRO/COREN/CRN/CRP/CREFITO/CRF)","","","alta","conselho: Conselhos de saúde (CRM/CRO/COREN/CRN/CRP/CREFITO/CRF)"
"8690-9/04","ATIVIDADES DE PODOLOGIA","Q","86","III/V","sim","nao","nao_listado","tato-registro","Conselhos de saúde (CRM/CRO/COREN/CRN/CRP/CREFITO/CRF)","","","alta","conselho: Conselhos de saúde (CRM/CRO/COREN/CRN/CRP/CREFITO/CRF)"
"8690-9/99","OUTRAS ATIVIDADES DE ATENÇÃO À SAÚDE HUMANA NÃO ESPECIFICADAS ANTERIORMENTE","Q","86","III/V","sim","nao","nao_listado","tato-registro","Conselhos de saúde (CRM/CRO/COREN/CRN/CRP/CREFITO/CRF)","","","alta","conselho: Conselhos de saúde (CRM/CRO/COREN/CRN/CRP/CREFITO/CRF)"
"8711-5/01","CLÍNICAS E RESIDÊNCIAS GERIÁTRICAS","Q","87","III/V","sim","nao","nao_listado","tato-registro","Conselhos de saúde (CRM/CRO/COREN/CRN/CRP/CREFITO/CRF)","","","alta","conselho: Conselhos de saúde (CRM/CRO/COREN/CRN/CRP/CREFITO/CRF)"
"8711-5/02","INSTITUIÇÕES DE LONGA PERMANÊNCIA PARA IDOSOS","Q","87","III","nao","nao","nao_listado","tato-registro","Conselhos de saúde (CRM/CRO/COREN/CRN/CRP/CREFITO/CRF)","","","alta","conselho: Conselhos de saúde (CRM/CRO/COREN/CRN/CRP/CREFITO/CRF)"
"8712-3/00","ATIVIDADES DE FORNECIMENTO DE INFRAESTRUTURA DE APOIO E ASSISTÊNCIA A PACIENTE NO DOMICÍLIO","Q","87","III","nao","sim","nao_listado","tato-registro","Conselhos de saúde (CRM/CRO/COREN/CRN/CRP/CREFITO/CRF)","","","alta","conselho: Conselhos de saúde (CRM/CRO/COREN/CRN/CRP/CREFITO/CRF)"
"9001-9/01","PRODUÇÃO TEATRAL","R","90","III","nao","sim","baixo_a","liso","","","","alta","baixo-risco-A CGSIM + sem conselho/setorial"
"9001-9/02","PRODUÇÃO MUSICAL","R","90","III","nao","sim","baixo_a","liso","","","","alta","baixo-risco-A CGSIM + sem conselho/setorial"
"9001-9/03","PRODUÇÃO DE ESPETÁCULOS DE DANÇA","R","90","III","nao","nao","baixo_a","liso","","","","alta","baixo-risco-A CGSIM + sem conselho/setorial"
"9001-9/04","PRODUÇÃO DE ESPETÁCULOS CIRCENSES, DE MARIONETES E SIMILARES","R","90","III","nao","nao","baixo_a","liso","","","","alta","baixo-risco-A CGSIM + sem conselho/setorial"
"9001-9/05","PRODUÇÃO DE ESPETÁCULOS DE RODEIOS, VAQUEJADAS E SIMILARES","R","90","III","nao","nao","nao_listado","verificar-licenciamento","","","","media","fora do baixo-risco-A CGSIM → licença municipal (médio provisório OU alto vistoria; nível é municipal/BH)"
"9001-9/06","ATIVIDADES DE SONORIZAÇÃO E DE ILUMINAÇÃO","R","90","III","nao","sim","nao_listado","verificar-licenciamento","","","","media","fora do baixo-risco-A CGSIM → licença municipal (médio provisório OU alto vistoria; nível é municipal/BH)"
"9001-9/99","ARTES CÊNICAS, ESPETÁCULOS E ATIVIDADES COMPLEMENTARES NÃO ESPECIFICADAS ANTERIORMENTE","R","90","III","nao","nao","nao_listado","verificar-licenciamento","","","","media","fora do baixo-risco-A CGSIM → licença municipal (médio provisório OU alto vistoria; nível é municipal/BH)"
"9002-7/01","ATIVIDADES DE ARTISTAS PLÁSTICOS, JORNALISTAS INDEPENDENTES E ESCRITORES","R","90","III/V","sim","nao","baixo_a","liso","","","","alta","baixo-risco-A CGSIM + sem conselho/setorial"
"9002-7/02","RESTAURAÇÃO DE OBRAS DE ARTE","R","90","III","nao","sim","baixo_a","liso","","","","alta","baixo-risco-A CGSIM + sem conselho/setorial"
"9003-5/00","GESTÃO DE ESPAÇOS PARA ARTES CÊNICAS, ESPETÁCULOS E OUTRAS ATIVIDADES ARTÍSTICAS","R","90","III","nao","nao","nao_listado","verificar-licenciamento","","","","media","fora do baixo-risco-A CGSIM → licença municipal (médio provisório OU alto vistoria; nível é municipal/BH)"
"9101-5/00","ATIVIDADES DE BIBLIOTECAS E ARQUIVOS","R","91","III","nao","nao","nao_listado","verificar-licenciamento","","","","media","fora do baixo-risco-A CGSIM → licença municipal (médio provisório OU alto vistoria; nível é municipal/BH)"
"9102-3/01","ATIVIDADES DE MUSEUS E DE EXPLORAÇÃO DE LUGARES E PRÉDIOS HISTÓRICOS E ATRAÇÕES SIMILARES","R","91","III","nao","nao","nao_listado","verificar-licenciamento","","","","media","fora do baixo-risco-A CGSIM → licença municipal (médio provisório OU alto vistoria; nível é municipal/BH)"
"9102-3/02","RESTAURAÇÃO E CONSERVAÇÃO DE LUGARES E PRÉDIOS HISTÓRICOS","R","91","III","nao","nao","baixo_a","liso","","","","alta","baixo-risco-A CGSIM + sem conselho/setorial"
"9311-5/00","GESTÃO DE INSTALAÇÕES DE ESPORTES","R","93","III","nao","nao","nao_listado","verificar-licenciamento","","","","media","fora do baixo-risco-A CGSIM → licença municipal (médio provisório OU alto vistoria; nível é municipal/BH)"
"9313-1/00","ATIVIDADES DE CONDICIONAMENTO FÍSICO","R","93","III/V","sim","nao","nao_listado","tato-registro","CREF (educação física)","","","media","conselho: CREF (educação física)"
"9319-1/01","PRODUÇÃO E PROMOÇÃO DE EVENTOS ESPORTIVOS","R","93","III","nao","nao","baixo_a","liso","","","","alta","baixo-risco-A CGSIM + sem conselho/setorial"
"9319-1/99","OUTRAS ATIVIDADES ESPORTIVAS NÃO ESPECIFICADAS ANTERIORMENTE","R","93","III/V","sim","nao","nao_listado","verificar-licenciamento","","","","media","fora do baixo-risco-A CGSIM → licença municipal (médio provisório OU alto vistoria; nível é municipal/BH)"
"9329-8/02","EXPLORAÇÃO DE BOLICHES","R","93","III","nao","nao","nao_listado","verificar-licenciamento","","","","media","fora do baixo-risco-A CGSIM → licença municipal (médio provisório OU alto vistoria; nível é municipal/BH)"
"9329-8/03","EXPLORAÇÃO DE JOGOS DE SINUCA, BILHAR E SIMILARES","R","93","III","nao","sim","baixo_a","liso","","","","alta","baixo-risco-A CGSIM + sem conselho/setorial"
"9329-8/04","EXPLORAÇÃO DE JOGOS ELETRÔNICOS RECREATIVOS","R","93","III","nao","sim","baixo_a","liso","","","","alta","baixo-risco-A CGSIM + sem conselho/setorial"
"9329-8/99","OUTRAS ATIVIDADES DE RECREAÇÃO E LAZER NÃO ESPECIFICADAS ANTERIORMENTE","R","93","III","nao","sim","nao_listado","verificar-licenciamento","","","","media","fora do baixo-risco-A CGSIM → licença municipal (médio provisório OU alto vistoria; nível é municipal/BH)"
"9511-8/00","REPARAÇÃO E MANUTENÇÃO DE COMPUTADORES E DE EQUIPAMENTOS PERIFÉRICOS","S","95","III","nao","sim","baixo_a","liso","","","","alta","baixo-risco-A CGSIM + sem conselho/setorial"
"9512-6/00","REPARAÇÃO E MANUTENÇÃO DE EQUIPAMENTOS DE COMUNICAÇÃO","S","95","III","nao","sim","baixo_a","liso","","","","alta","baixo-risco-A CGSIM + sem conselho/setorial"
"9521-5/00","REPARAÇÃO E MANUTENÇÃO DE EQUIPAMENTOS ELETROELETRÔNICOS DE USO PESSOAL E DOMÉSTICO","S","95","III","nao","sim","baixo_a","liso","","","","alta","baixo-risco-A CGSIM + sem conselho/setorial"
"9529-1/01","REPARAÇÃO DE CALÇADOS, DE BOLSAS E ARTIGOS DE VIAGEM","S","95","III","nao","sim","baixo_a","liso","","","","alta","baixo-risco-A CGSIM + sem conselho/setorial"
"9529-1/02","CHAVEIROS","S","95","III","nao","sim","baixo_a","liso","","","","alta","baixo-risco-A CGSIM + sem conselho/setorial"
"9529-1/03","REPARAÇÃO DE RELÓGIOS","S","95","III","nao","sim","baixo_a","liso","","","","alta","baixo-risco-A CGSIM + sem conselho/setorial"
"9529-1/05","REPARAÇÃO DE ARTIGOS DO MOBILIÁRIO","S","95","III","nao","sim","baixo_a","liso","","","","alta","baixo-risco-A CGSIM + sem conselho/setorial"
"9529-1/06","REPARAÇÃO DE JÓIAS","S","95","III","nao","sim","baixo_a","liso","","","","alta","baixo-risco-A CGSIM + sem conselho/setorial"
"9529-1/99","REPARAÇÃO E MANUTENÇÃO DE OUTROS OBJETOS E EQUIPAMENTOS PESSOAIS E DOMÉSTICOS NÃO ESPECIFICADOS ANTERIORMENTE","S","95","III","nao","sim","baixo_a","liso","","","","alta","baixo-risco-A CGSIM + sem conselho/setorial"
"9601-7/01","LAVANDERIAS","S","96","III","nao","sim","nao_listado","verificar-licenciamento","","","","media","fora do baixo-risco-A CGSIM → licença municipal (médio provisório OU alto vistoria; nível é municipal/BH)"
"9601-7/02","TINTURARIAS","S","96","III","nao","sim","nao_listado","verificar-licenciamento","","","","media","fora do baixo-risco-A CGSIM → licença municipal (médio provisório OU alto vistoria; nível é municipal/BH)"
"9601-7/03","TOALHEIROS","S","96","III","nao","sim","nao_listado","verificar-licenciamento","","","","media","fora do baixo-risco-A CGSIM → licença municipal (médio provisório OU alto vistoria; nível é municipal/BH)"
"9602-5/01","CABELEIREIROS, MANICURE E PEDICURE","S","96","III","nao","sim","baixo_a","liso","","","","alta","baixo-risco-A CGSIM + sem conselho/setorial"
"9602-5/02","ATIVIDADES DE ESTÉTICA E OUTROS SERVIÇOS DE CUIDADOS COM A BELEZA","S","96","III","nao","sim","nao_listado","verificar-licenciamento","","","","media","fora do baixo-risco-A CGSIM → licença municipal (médio provisório OU alto vistoria; nível é municipal/BH)"
"9609-2/02","AGÊNCIAS MATRIMONIAIS","S","96","III","nao","sim","baixo_a","liso","","","","alta","baixo-risco-A CGSIM + sem conselho/setorial"
"9609-2/05","ATIVIDADES DE SAUNA E BANHOS","S","96","III","nao","nao","nao_listado","verificar-licenciamento","","","","media","fora do baixo-risco-A CGSIM → licença municipal (médio provisório OU alto vistoria; nível é municipal/BH)"
"9609-2/06","SERVIÇOS DE TATUAGEM E COLOCAÇÃO DE PIERCING","S","96","III","nao","sim","nao_listado","verificar-licenciamento","","","","media","fora do baixo-risco-A CGSIM → licença municipal (médio provisório OU alto vistoria; nível é municipal/BH)"
"9609-2/07","ALOJAMENTO DE ANIMAIS DOMÉSTICOS","S","96","III","nao","sim","nao_listado","verificar-licenciamento","","","","media","fora do baixo-risco-A CGSIM → licença municipal (médio provisório OU alto vistoria; nível é municipal/BH)"
"9609-2/08","HIGIENE E EMBELEZAMENTO DE ANIMAIS DOMÉSTICOS","S","96","III","nao","sim","nao_listado","verificar-licenciamento","","","","media","fora do baixo-risco-A CGSIM → licença municipal (médio provisório OU alto vistoria; nível é municipal/BH)"
"9609-2/99","OUTRAS ATIVIDADES DE SERVIÇOS PESSOAIS NÃO ESPECIFICADAS ANTERIORMENTE","S","96","III","nao","sim","nao_listado","verificar-licenciamento","","","","media","fora do baixo-risco-A CGSIM → licença municipal (médio provisório OU alto vistoria; nível é municipal/BH)"
